#ITERNUM	METIME	PRTIME	TPRTIME	DIFF	TDIFF	NRPROCS	NPROCS	STD
8032	2001	2001	2201	0	200	2	95	1.62
8033	2007	2006	2208	1	202	3	95	1.62
8034	2006	2005	2205	1	200	2	95	1.62
8035	2005	2005	2207	0	202	2	95	1.62
8036	2005	2005	2205	0	200	2	95	1.62
8037	2006	2004	2207	2	203	3	95	1.62
8038	2004	2004	2206	0	202	2	95	1.62
8039	2005	2005	2207	0	202	2	95	1.62
8040	2005	2005	2205	0	200	2	95	1.62
8041	2007	2006	2209	1	203	3	95	1.62
8042	2005	2005	2207	0	202	2	95	1.62
8043	2001	2001	2203	0	202	2	95	1.62
8044	2005	2005	2205	0	200	2	95	1.62
8045	2007	2006	2207	1	201	3	95	1.62
8046	2005	2005	2205	0	200	2	95	1.62
8047	2004	2005	2205	-1	200	2	95	1.62
8048	2005	2005	2207	0	202	2	95	1.62
8049	2002	2002	2204	0	202	2	95	1.62
8050	2005	2005	2207	0	202	2	95	1.62
8051	2005	2005	2205	0	200	2	95	1.62
8052	2005	2005	2205	0	200	2	95	1.62
8053	2005	2005	2207	0	202	2	95	1.62
8054	2003	2002	2205	1	203	3	95	1.62
8055	2005	2005	2207	0	202	2	95	1.62
8056	2005	2005	2207	0	202	2	95	1.62
8057	2005	2005	2205	0	200	2	95	1.62
8058	2007	2006	2209	1	203	3	95	1.62
8059	2005	2005	2207	0	202	2	95	1.62
8060	2001	2001	2201	0	200	2	95	1.62
8061	2005	2005	2207	0	202	2	95	1.62
8062	2007	2006	2207	1	201	3	95	1.62
8063	2005	2005	2207	0	202	2	95	1.62
8064	2006	2005	2205	1	200	2	95	1.62
8065	2004	2004	2204	0	200	2	95	1.62
8066	2006	2005	2208	1	203	3	95	1.62
8067	2005	2005	2207	0	202	2	95	1.62
8068	2005	2005	2205	0	200	2	95	1.62
8069	2005	2005	2207	0	202	2	95	1.62
8070	2007	2006	2209	1	203	3	95	1.62
8071	2000	2000	2202	0	202	2	95	1.62
8072	2005	2005	2207	0	202	2	95	1.62
8073	2005	2005	2207	0	202	2	95	1.62
8074	2005	2005	2205	0	200	2	95	1.62
8075	2005	2005	2207	0	202	2	95	1.62
8076	2005	2005	2205	0	200	2	95	1.62
8077	2002	2003	2203	-1	200	2	95	1.62
8078	2005	2005	2205	0	200	2	95	1.62
8079	2007	2006	2209	1	203	3	95	1.62
8080	2005	2005	2207	0	202	2	95	1.62
8081	2005	2005	2205	0	200	2	95	1.62
8082	2001	2001	2201	0	200	2	95	1.62
8083	2007	2006	2209	1	203	3	95	1.62
8084	2005	2005	2207	0	202	2	95	1.62
8085	2005	2005	2205	0	200	2	95	1.62
8086	2005	2005	2207	0	202	2	95	1.62
8087	2007	2006	2209	1	203	3	95	1.62
8088	2003	2003	2203	0	200	2	95	1.62
8089	2005	2005	2207	0	202	2	95	1.62
8090	2005	2005	2205	0	200	2	95	1.62
8091	2007	2006	2209	1	203	3	95	1.62
8092	2006	2006	2204	0	198	2	95	1.62
8093	2001	2001	2201	0	200	2	95	1.62
8094	2005	2005	2207	0	202	2	95	1.62
8095	2007	2006	2207	1	201	3	95	1.62
8096	2005	2005	2207	0	202	2	95	1.62
8097	2005	2005	2205	0	200	2	95	1.62
8098	2005	2005	2205	0	200	2	95	1.62
8099	2001	2001	2205	0	204	2	95	1.62
8100	2005	2005	2207	0	202	2	95	1.62
8101	2005	2005	2207	0	202	2	95	1.62
8102	2004	2005	2205	-1	200	2	95	1.62
8103	2005	2005	2205	0	200	2	95	1.62
8104	2004	2003	2206	1	203	3	95	1.62
8105	2005	2005	2207	0	202	2	95	1.62
8106	2005	2005	2207	0	202	2	95	1.62
8107	2005	2005	2205	0	200	2	95	1.62
8108	2007	2006	2207	1	201	3	95	1.62
8109	2005	2005	2207	0	202	2	95	1.62
8110	2001	2001	2203	0	202	2	95	1.62
8111	2005	2005	2205	0	200	2	95	1.62
8112	2007	2006	2207	1	201	3	95	1.62
8113	2005	2005	2205	0	200	2	95	1.62
8114	2005	2005	2205	0	200	2	95	1.62
8115	2003	2004	2204	-1	200	2	95	1.62
8116	2006	2004	2207	2	203	3	95	1.62
8117	2005	2005	2207	0	202	2	95	1.62
8118	2005	2005	2207	0	202	2	95	1.62
8119	2005	2005	2207	0	202	2	95	1.62
8120	2007	2006	2207	1	201	3	95	1.62
8121	2001	2001	2202	0	201	2	95	1.62
8122	2005	2005	2207	0	202	2	95	1.62
8123	2005	2005	2207	0	202	2	95	1.62
8124	2005	2005	2209	0	204	2	95	1.62
8125	2005	2005	2207	0	202	2	95	1.62
8126	2005	2005	2205	0	200	2	95	1.62
8127	2003	2003	2203	0	200	2	95	1.62
8128	2005	2005	2205	0	200	2	95	1.62
8129	2007	2005	2209	2	204	3	95	1.62
8130	2005	2005	2207	0	202	2	95	1.62
8131	2005	2005	2205	0	200	2	95	1.62
8132	2001	2001	2203	0	202	2	95	1.62
8133	2007	2006	2208	1	202	3	95	1.62
8134	2005	2005	2207	0	202	2	95	1.62
8135	2005	2005	2203	0	198	2	95	1.62
8136	2005	2005	2207	0	202	2	95	1.62
8137	2007	2006	2209	1	203	3	95	1.62
8138	2001	2001	2203	0	202	2	95	1.62
8139	2005	2005	2207	0	202	2	95	1.62
8140	2005	2005	2207	0	202	2	95	1.62
8141	2007	2006	2209	1	203	3	95	1.62
8142	2005	2005	2205	0	200	2	95	1.62
8143	2002	2002	2204	0	202	2	95	1.62
8144	2005	2005	2207	0	202	2	95	1.62
8145	2007	2006	2209	1	203	3	95	1.62
8146	2005	2005	2207	0	202	2	95	1.62
8147	2005	2005	2207	0	202	2	95	1.62
8148	2005	2005	2207	0	202	2	95	1.62
8149	2001	2001	2206	0	205	3	95	1.62
8150	2006	2005	2203	1	198	2	95	1.62
8151	2005	2005	2207	0	202	2	95	1.62
8152	2005	2005	2207	0	202	2	95	1.62
8153	2005	2005	2205	0	200	2	95	1.62
8154	2006	2005	2206	1	201	3	95	1.62
8155	2004	2004	2206	0	202	2	95	1.62
8156	2005	2005	2207	0	202	2	95	1.62
8157	2005	2005	2207	0	202	2	95	1.62
8158	2007	2006	2205	1	199	3	95	1.62
8159	2005	2005	2206	0	201	2	95	1.62
8160	2000	2000	2200	0	200	2	95	1.62
8161	2005	2005	2207	0	202	2	95	1.62
8162	2007	2006	2209	1	203	3	95	1.62
8163	2005	2005	2207	0	202	2	95	1.62
8164	2005	2005	2205	0	200	2	95	1.62
8165	2004	2004	2206	0	202	2	95	1.62
8166	2005	2004	2207	1	203	3	95	1.62
8167	2005	2005	2207	0	202	2	95	1.62
8168	2005	2005	2205	0	200	2	95	1.62
8169	2005	2005	2207	0	202	2	95	1.62
8170	2007	2006	2209	1	203	3	95	1.62
8171	2001	2001	2203	0	202	2	95	1.62
8172	2005	2005	2205	0	200	2	95	1.62
8173	2005	2005	2207	0	202	2	95	1.62
8174	2007	2006	2209	1	203	3	95	1.62
8175	2005	2005	2207	0	202	2	95	1.62
8176	2005	2005	2207	0	202	2	95	1.62
8177	2003	2003	2205	0	202	2	95	1.62
8178	2005	2005	2207	0	202	2	95	1.62
8179	2005	2005	2207	0	202	2	95	1.62
8180	2005	2005	2207	0	202	2	95	1.62
8181	2005	2005	2207	0	202	2	95	1.62
8182	2001	2001	2203	0	202	2	95	1.62
8183	2007	2006	2209	1	203	3	95	1.62
8184	2005	2005	2207	0	202	2	95	1.62
8185	2005	2005	2207	0	202	2	95	1.62
8186	2004	2005	2205	-1	200	2	95	1.62
8187	2007	2006	2207	1	201	3	95	1.62
8188	2002	2002	2202	0	200	2	95	1.62
8189	2005	2005	2205	0	200	2	95	1.62
8190	2005	2005	2205	0	200	2	95	1.62
8191	2007	2006	2207	1	201	3	95	1.62
8192	2005	2005	2205	0	200	2	95	1.62
8193	2002	2002	2202	0	200	2	95	1.62
8194	2005	2005	2205	0	200	2	95	1.62
8195	2007	2006	2207	1	201	3	95	1.62
8196	2005	2005	2207	0	202	2	95	1.62
8197	2005	2005	2205	0	200	2	95	1.62
8198	2005	2005	2205	0	200	2	95	1.62
8199	2002	2001	2204	1	203	3	95	1.62
8200	2005	2005	2205	0	200	2	95	1.62
8201	2005	2005	2205	0	200	2	95	1.62
8202	2005	2005	2205	0	200	2	95	1.62
8203	2005	2005	2205	0	200	2	95	1.62
8204	2002	2002	2205	0	203	3	95	1.62
8205	2005	2005	2205	0	200	2	95	1.62
8206	2005	2005	2205	0	200	2	95	1.62
8207	2005	2005	2205	0	200	2	95	1.62
8208	2007	2006	2207	1	201	3	95	1.62
8209	2005	2005	2207	0	202	2	95	1.62
8210	2001	2001	2203	0	202	2	95	1.62
8211	2005	2005	2205	0	200	2	95	1.62
8212	2007	2005	2208	2	203	3	95	1.62
8213	2005	2005	2205	0	200	2	95	1.62
8214	2005	2005	2205	0	200	2	95	1.62
8215	2004	2004	2204	0	200	2	95	1.62
8216	2005	2004	2207	1	203	3	95	1.62
8217	2005	2005	2207	0	202	2	95	1.62
8218	2005	2005	2205	0	200	2	95	1.62
8219	2005	2005	2207	0	202	2	95	1.62
8220	2007	2006	2207	1	201	3	95	1.62
8221	2001	2000	2202	1	202	2	95	1.62
8222	2005	2005	2205	0	200	2	95	1.62
8223	2005	2005	2205	0	200	2	95	1.62
8224	2007	2005	2208	2	203	3	95	1.62
8225	2005	2005	2205	0	200	2	95	1.62
8226	2004	2004	2204	0	200	2	95	1.62
8227	2002	2002	2200	0	198	2	95	1.62
8228	2004	2005	2205	-1	200	2	95	1.62
8229	2005	2005	2208	0	203	3	95	1.62
8230	2005	2005	2207	0	202	2	95	1.62
8231	2005	2005	2207	0	202	2	95	1.62
8232	2001	2001	2201	0	200	2	95	1.62
8233	2007	2006	2209	1	203	3	95	1.62
8234	2005	2005	2207	0	202	2	95	1.62
8235	2005	2005	2207	0	202	2	95	1.62
8236	2005	2005	2207	0	202	2	95	1.62
8237	2007	2006	2209	1	203	3	95	1.62
8238	2001	2001	2203	0	202	2	95	1.62
8239	2005	2005	2207	0	202	2	95	1.62
8240	2005	2005	2207	0	202	2	95	1.62
8241	2007	2006	2209	1	203	3	95	1.62
8242	2005	2005	2207	0	202	2	95	1.62
8243	2002	2002	2204	0	202	2	95	1.62
8244	2005	2005	2207	0	202	2	95	1.62
8245	2007	2006	2209	1	203	3	95	1.62
8246	2005	2005	2207	0	202	2	95	1.62
8247	2005	2005	2205	0	200	2	95	1.62
8248	2005	2005	2205	0	200	2	95	1.62
8249	2001	2001	2204	0	203	3	95	1.62
8250	2005	2005	2207	0	202	2	95	1.62
8251	2005	2006	2204	-1	198	2	95	1.62
8252	2005	2005	2207	0	202	2	95	1.62
8253	2005	2005	2207	0	202	2	95	1.62
8254	2005	2004	2207	1	203	3	95	1.62
8255	2005	2005	2205	0	200	2	95	1.62
8256	2005	2005	2205	0	200	2	95	1.62
8257	2005	2005	2207	0	202	2	95	1.62
8258	2007	2006	2207	1	201	3	95	1.62
8259	2005	2006	2204	-1	198	2	95	1.62
8260	2001	2001	2201	0	200	2	95	1.62
8261	2005	2005	2205	0	200	2	95	1.62
8262	2007	2006	2207	1	201	3	95	1.62
8263	2006	2005	2203	1	198	2	95	1.62
8264	2005	2005	2205	0	200	2	95	1.62
8265	2004	2004	2204	0	200	2	95	1.62
8266	2006	2005	2208	1	203	3	95	1.62
8267	2005	2005	2207	0	202	2	95	1.62
8268	2005	2005	2205	0	200	2	95	1.62
8269	2005	2005	2207	0	202	2	95	1.62
8270	2007	2006	2207	1	201	3	95	1.62
8271	2001	2001	2203	0	202	2	95	1.62
8272	2005	2005	2205	0	200	2	95	1.62
8273	2005	2005	2205	0	200	2	95	1.62
8274	2005	2005	2209	0	204	2	95	1.62
8275	2005	2005	2207	0	202	2	95	1.62
8276	2005	2005	2205	0	200	2	95	1.62
8277	2003	2003	2205	0	202	2	95	1.62
8278	2005	2005	2207	0	202	2	95	1.62
8279	2007	2006	2209	1	203	3	95	1.62
8280	2005	2005	2205	0	200	2	95	1.62
8281	2005	2005	2207	0	202	2	95	1.62
8282	2001	2001	2201	0	200	2	95	1.62
8283	2007	2006	2209	1	203	3	95	1.62
8284	2005	2005	2207	0	202	2	95	1.62
8285	2005	2005	2207	0	202	2	95	1.62
8286	2005	2005	2207	0	202	2	95	1.62
8287	2007	2006	2209	1	203	3	95	1.62
8288	2002	2002	2202	0	200	2	95	1.62
8289	2005	2005	2205	0	200	2	95	1.62
8290	2005	2005	2205	0	200	2	95	1.62
8291	2007	2005	2206	2	201	3	95	1.62
8292	2005	2006	2204	-1	198	2	95	1.62
8293	2002	2002	2200	0	198	2	95	1.62
8294	2005	2005	2207	0	202	2	95	1.62
8295	2007	2006	2209	1	203	3	95	1.62
8296	2005	2005	2207	0	202	2	95	1.62
8297	2005	2005	2207	0	202	2	95	1.62
8298	2005	2005	2207	0	202	2	95	1.62
8299	2004	2003	2202	1	199	3	95	1.62
8300	2005	2005	2207	0	202	2	95	1.62
8301	2005	2005	2207	0	202	2	95	1.62
8302	2005	2005	2207	0	202	2	95	1.62
8303	2005	2005	2205	0	200	2	95	1.62
8304	2001	2001	2204	0	203	3	95	1.62
8305	2005	2005	2205	0	200	2	95	1.62
8306	2005	2005	2205	0	200	2	95	1.62
8307	2005	2005	2205	0	200	2	95	1.62
8308	2007	2006	2207	1	201	3	95	1.62
8309	2006	2005	2205	1	200	2	95	1.62
8310	2001	2001	2202	0	201	2	95	1.62
8311	2005	2005	2205	0	200	2	95	1.62
8312	2007	2006	2209	1	203	3	95	1.62
8313	2005	2005	2207	0	202	2	95	1.62
8314	2005	2005	2207	0	202	2	95	1.62
8315	2002	2002	2204	0	202	2	95	1.62
8316	2007	2006	2209	1	203	3	95	1.62
8317	2005	2005	2207	0	202	2	95	1.62
8318	2005	2005	2207	0	202	2	95	1.62
8319	2005	2005	2207	0	202	2	95	1.62
8320	2007	2006	2209	1	203	3	95	1.62
8321	2001	2001	2203	0	202	2	95	1.62
8322	2005	2005	2207	0	202	2	95	1.62
8323	2005	2005	2207	0	202	2	95	1.62
8324	2007	2006	2207	1	201	3	95	1.62
8325	2005	2005	2205	0	200	2	95	1.62
8326	2003	2003	2205	0	202	2	95	1.62
8327	2005	2004	2204	1	200	2	95	1.62
8328	2005	2005	2205	0	200	2	95	1.62
8329	2006	2006	2207	0	201	3	95	1.62
8330	2005	2005	2205	0	200	2	95	1.62
8331	2005	2005	2203	0	198	2	95	1.62
8332	2001	2001	2201	0	200	2	95	1.62
8333	2007	2006	2205	1	199	3	95	1.62
8334	2005	2005	2204	0	199	2	95	1.62
8335	2005	2005	2205	0	200	2	95	1.62
8336	2005	2005	2205	0	200	2	95	1.62
8337	2006	2005	2208	1	203	3	95	1.62
8338	2004	2004	2204	0	200	2	95	1.62
8339	2005	2005	2205	0	200	2	95	1.62
8340	2005	2005	2207	0	202	2	95	1.62
8341	2007	2006	2207	1	201	3	95	1.62
8342	2005	2005	2207	0	202	2	95	1.62
8343	2000	2000	2202	0	202	2	95	1.62
8344	2005	2005	2206	0	201	2	95	1.62
8345	2007	2005	2207	2	202	3	95	1.62
8346	2005	2005	2205	0	200	2	95	1.62
8347	2005	2005	2207	0	202	2	95	1.62
8348	2005	2005	2207	0	202	2	95	1.62
8349	2003	2003	2203	0	200	2	95	1.62
8350	2005	2005	2207	0	202	2	95	1.62
8351	2005	2005	2207	0	202	2	95	1.62
8352	2005	2005	2207	0	202	2	95	1.62
8353	2005	2005	2207	0	202	2	95	1.62
8354	2002	2001	2204	1	203	3	95	1.62
8355	2005	2005	2207	0	202	2	95	1.62
8356	2005	2005	2207	0	202	2	95	1.62
8357	2005	2005	2206	0	201	2	95	1.62
8358	2007	2006	2209	1	203	3	95	1.62
8359	2005	2006	2204	-1	198	2	95	1.62
8360	2001	2001	2203	0	202	2	95	1.62
8361	2005	2005	2206	0	201	2	95	1.62
8362	2007	2006	2207	1	201	3	95	1.62
8363	2005	2005	2207	0	202	2	95	1.62
8364	2005	2005	2207	0	202	2	95	1.62
8365	2001	2001	2203	0	202	2	95	1.62
8366	2007	2006	2207	1	201	3	95	1.62
8367	2005	2005	2205	0	200	2	95	1.62
8368	2005	2005	2203	0	198	2	95	1.62
8369	2005	2005	2207	0	202	2	95	1.62
8370	2007	2006	2209	1	203	3	95	1.62
8371	2001	2001	2203	0	202	2	95	1.62
8372	2005	2005	2207	0	202	2	95	1.62
8373	2005	2005	2205	0	200	2	95	1.62
8374	2005	2005	2205	0	200	2	95	1.62
8375	2005	2005	2205	0	200	2	95	1.62
8376	2003	2003	2203	0	200	2	95	1.62
8377	2005	2005	2205	0	200	2	95	1.62
8378	2005	2005	2205	0	200	2	95	1.62
8379	2007	2006	2207	1	201	3	95	1.62
8380	2005	2005	2205	0	200	2	95	1.62
8381	2005	2004	2206	1	202	2	95	1.62
8382	2001	2001	2203	0	202	2	95	1.62
8383	2007	2006	2209	1	203	3	95	1.62
8384	2005	2005	2205	0	200	2	95	1.62
8385	2005	2005	2205	0	200	2	95	1.62
8386	2005	2005	2205	0	200	2	95	1.62
8387	2004	2003	2204	1	201	3	95	1.62
8388	2005	2005	2207	0	202	2	95	1.61
8389	2005	2005	2207	0	202	2	95	1.61
8390	2005	2005	2207	0	202	2	95	1.61
8391	2006	2005	2208	1	203	3	95	1.61
8392	2005	2004	2206	1	202	2	95	1.61
8393	2001	2001	2203	0	202	2	95	1.62
8394	2005	2005	2205	0	200	2	95	1.61
8395	2007	2006	2209	1	203	3	95	1.61
8396	2005	2005	2207	0	202	2	95	1.61
8397	2005	2005	2205	0	200	2	95	1.61
8398	2003	2002	2202	1	200	2	95	1.61
8399	2005	2005	2209	0	204	2	95	1.61
8400	2005	2005	2207	0	202	2	95	1.61
8401	2005	2005	2207	0	202	2	95	1.61
8402	2005	2005	2207	0	202	2	95	1.61
8403	2005	2005	2206	0	201	2	95	1.61
8404	2002	2001	2204	1	203	3	95	1.61
8405	2005	2005	2207	0	202	2	95	1.61
8406	2005	2005	2205	0	200	2	95	1.61
8407	2005	2005	2207	0	202	2	95	1.61
8408	2007	2006	2207	1	201	3	95	1.61
8409	2003	2003	2205	0	202	2	95	1.61
8410	2004	2004	2204	0	200	2	95	1.61
8411	2005	2005	2205	0	200	2	95	1.61
8412	2007	2006	2208	1	202	3	95	1.61
8413	2005	2005	2207	0	202	2	95	1.61
8414	2005	2005	2206	0	201	2	95	1.61
8415	2000	2000	2200	0	200	2	95	1.61
8416	2007	2006	2209	1	203	3	95	1.61
8417	2005	2005	2205	0	200	2	95	1.61
8418	2005	2005	2207	0	202	2	95	1.61
8419	2004	2004	2204	0	200	2	95	1.61
8420	2006	2005	2206	1	201	3	95	1.61
8421	2003	2004	2204	-1	200	2	95	1.61
8422	2004	2005	2205	-1	200	2	95	1.61
8423	2005	2005	2207	0	202	2	95	1.61
8424	2005	2005	2207	0	202	2	95	1.61
8425	2005	2005	2207	0	202	2	95	1.61
8426	2001	2000	2200	1	200	2	95	1.61
8427	2005	2005	2205	0	200	2	95	1.61
8428	2005	2005	2205	0	200	2	95	1.61
8429	2007	2006	2207	1	201	3	95	1.61
8430	2005	2005	2207	0	202	2	95	1.61
8431	2004	2004	2205	0	201	2	95	1.61
8432	2003	2003	2205	0	202	2	95	1.61
8433	2007	2006	2209	1	203	3	95	1.61
8434	2005	2005	2207	0	202	2	95	1.61
8435	2005	2005	2207	0	202	2	95	1.61
8436	2005	2005	2207	0	202	2	95	1.61
8437	2003	2002	2205	1	203	3	95	1.61
8438	2005	2005	2207	0	202	2	95	1.61
8439	2005	2005	2207	0	202	2	95	1.61
8440	2005	2005	2207	0	202	2	95	1.61
8441	2007	2006	2209	1	203	3	95	1.61
8442	2004	2004	2206	0	202	2	95	1.61
8443	2004	2003	2205	1	202	2	95	1.61
8444	2005	2005	2203	0	198	2	95	1.61
8445	2007	2006	2207	1	201	3	95	1.61
8446	2005	2005	2205	0	200	2	95	1.61
8447	2005	2006	2204	-1	198	2	95	1.61
8448	2001	2000	2202	1	202	2	95	1.61
8449	2005	2005	2208	0	203	3	95	1.61
8450	2005	2005	2205	0	200	2	95	1.61
8451	2005	2005	2205	0	200	2	95	1.61
8452	2005	2005	2205	0	200	2	95	1.61
8453	2005	2005	2205	0	200	2	95	1.61
8454	2005	2004	2205	1	201	3	95	1.61
8455	2005	2005	2206	0	201	2	95	1.61
8456	2005	2005	2207	0	202	2	95	1.61
8457	2005	2005	2205	0	200	2	95	1.61
8458	2007	2006	2209	1	203	3	95	1.61
8459	2001	2001	2201	0	200	2	95	1.61
8460	2005	2005	2207	0	202	2	95	1.61
8461	2005	2005	2207	0	202	2	95	1.61
8462	2007	2006	2209	1	203	3	95	1.61
8463	2005	2005	2207	0	202	2	95	1.61
8464	2005	2005	2207	0	202	2	95	1.61
8465	2002	2002	2202	0	200	2	95	1.61
8466	2007	2006	2209	1	203	3	95	1.61
8467	2005	2005	2207	0	202	2	95	1.61
8468	2005	2005	2207	0	202	2	95	1.61
8469	2005	2005	2207	0	202	2	95	1.61
8470	2003	2002	2205	1	203	3	95	1.61
8471	2005	2005	2207	0	202	2	95	1.61
8472	2005	2005	2205	0	200	2	95	1.61
8473	2005	2005	2207	0	202	2	95	1.61
8474	2005	2005	2207	0	202	2	95	1.61
8475	2005	2005	2207	0	202	2	95	1.61
8476	2002	2002	2202	0	200	2	95	1.61
8477	2005	2005	2207	0	202	2	95	1.61
8478	2005	2005	2207	0	202	2	95	1.61
8479	2007	2006	2209	1	203	3	95	1.61
8480	2005	2005	2207	0	202	2	95	1.61
8481	2001	2001	2203	0	202	2	95	1.61
8482	2005	2005	2207	0	202	2	95	1.61
8483	2007	2006	2209	1	203	3	95	1.61
8484	2005	2005	2207	0	202	2	95	1.61
8485	2005	2005	2207	0	202	2	95	1.61
8486	2005	2005	2207	0	202	2	95	1.61
8487	2003	2002	2205	1	203	3	95	1.61
8488	2005	2005	2207	0	202	2	95	1.61
8489	2005	2005	2205	0	200	2	95	1.61
8490	2005	2005	2207	0	202	2	95	1.61
8491	2007	2006	2207	1	201	3	95	1.61
8492	2001	2001	2203	0	202	2	95	1.61
8493	2005	2005	2205	0	200	2	95	1.61
8494	2005	2005	2207	0	202	2	95	1.61
8495	2007	2006	2209	1	203	3	95	1.61
8496	2005	2005	2207	0	202	2	95	1.61
8497	2005	2005	2207	0	202	2	95	1.61
8498	2001	2001	2203	0	202	2	95	1.61
8499	2005	2005	2209	0	204	2	95	1.61
8500	2005	2005	2207	0	202	2	95	1.61
8501	2005	2005	2207	0	202	2	95	1.61
8502	2005	2005	2207	0	202	2	95	1.61
8503	2001	2001	2203	0	202	2	95	1.61
8504	2007	2006	2207	1	201	3	95	1.61
8505	2005	2005	2206	0	201	2	95	1.61
8506	2005	2005	2205	0	200	2	95	1.61
8507	2005	2005	2205	0	200	2	95	1.61
8508	2007	2006	2207	1	201	3	95	1.61
8509	2001	2001	2203	0	202	2	95	1.61
8510	2005	2005	2207	0	202	2	95	1.61
8511	2005	2005	2207	0	202	2	95	1.61
8512	2007	2006	2209	1	203	3	95	1.61
8513	2005	2005	2207	0	202	2	95	1.61
8514	2001	2001	2203	0	202	2	95	1.61
8515	2005	2005	2207	0	202	2	95	1.61
8516	2007	2006	2209	1	203	3	95	1.61
8517	2005	2005	2207	0	202	2	95	1.61
8518	2006	2005	2205	1	200	2	95	1.61
8519	2005	2005	2205	0	200	2	95	1.61
8520	2002	2001	2204	1	203	3	95	1.61
8521	2005	2005	2207	0	202	2	95	1.61
8522	2005	2005	2207	0	202	2	95	1.61
8523	2005	2005	2207	0	202	2	95	1.61
8524	2005	2005	2207	0	202	2	95	1.61
8525	2002	2002	2202	0	200	2	95	1.61
8526	2005	2005	2207	0	202	2	95	1.61
8527	2005	2005	2207	0	202	2	95	1.61
8528	2005	2005	2207	0	202	2	95	1.61
8529	2007	2006	2209	1	203	3	95	1.61
8530	2005	2005	2207	0	202	2	95	1.61
8531	2001	2001	2201	0	200	2	95	1.61
8532	2005	2005	2205	0	200	2	95	1.61
8533	2006	2006	2207	0	201	3	95	1.61
8534	2005	2005	2207	0	202	2	95	1.61
8535	2005	2005	2205	0	200	2	95	1.61
8536	2003	2003	2201	0	198	2	95	1.61
8537	2007	2006	2209	1	203	3	95	1.61
8538	2005	2005	2207	0	202	2	95	1.61
8539	2005	2005	2207	0	202	2	95	1.61
8540	2005	2005	2205	0	200	2	95	1.61
8541	2007	2006	2209	1	203	3	95	1.61
8542	2000	2001	2201	-1	200	2	95	1.61
8543	2005	2004	2206	1	202	2	95	1.61
8544	2005	2004	2206	1	202	2	95	1.61
8545	2007	2006	2209	1	203	3	95	1.61
8546	2005	2005	2207	0	202	2	95	1.61
8547	2002	2002	2204	0	202	2	95	1.61
8548	2005	2005	2207	0	202	2	95	1.61
8549	2005	2005	2207	0	202	2	95	1.61
8550	2005	2005	2207	0	202	2	95	1.61
8551	2005	2005	2207	0	202	2	95	1.61
8552	2005	2005	2205	0	200	2	95	1.61
8553	2000	2000	2202	0	202	2	95	1.61
8554	2007	2006	2207	1	201	3	95	1.61
8555	2005	2005	2207	0	202	2	95	1.61
8556	2005	2004	2206	1	202	2	95	1.61
8557	2005	2005	2207	0	202	2	95	1.61
8558	2005	2004	2205	1	201	3	95	1.61
8559	2005	2005	2207	0	202	2	95	1.61
8560	2005	2005	2207	0	202	2	95	1.61
8561	2005	2005	2205	0	200	2	95	1.61
8562	2006	2006	2207	0	201	3	95	1.61
8563	2004	2005	2205	-1	200	2	95	1.61
8564	2000	2000	2202	0	202	2	95	1.61
8565	2005	2005	2207	0	202	2	95	1.61
8566	2007	2006	2209	1	203	3	95	1.61
8567	2005	2005	2207	0	202	2	95	1.61
8568	2005	2005	2207	0	202	2	95	1.61
8569	2003	2003	2205	0	202	2	95	1.61
8570	2007	2006	2207	1	201	3	95	1.61
8571	2005	2005	2205	0	200	2	95	1.61
8572	2005	2005	2205	0	200	2	95	1.61
8573	2006	2005	2205	1	200	2	95	1.61
8574	2006	2005	2205	1	200	2	95	1.61
8575	2000	2001	2201	-1	200	2	95	1.61
8576	2005	2005	2207	0	202	2	95	1.61
8577	2005	2005	2207	0	202	2	95	1.61
8578	2005	2005	2207	0	202	2	95	1.61
8579	2007	2006	2209	1	203	3	95	1.61
8580	2004	2004	2204	0	200	2	95	1.61
8581	2004	2004	2206	0	202	2	95	1.61
8582	2005	2005	2205	0	200	2	95	1.61
8583	2007	2006	2208	1	202	3	95	1.61
8584	2005	2005	2207	0	202	2	95	1.61
8585	2005	2005	2207	0	202	2	95	1.61
8586	2001	2001	2203	0	202	2	95	1.61
8587	2007	2006	2207	1	201	3	95	1.61
8588	2005	2005	2205	0	200	2	95	1.61
8589	2005	2005	2205	0	200	2	95	1.61
8590	2005	2005	2205	0	200	2	95	1.61
8591	2005	2004	2207	1	203	3	95	1.61
8592	2005	2005	2207	0	202	2	95	1.61
8593	2005	2005	2206	0	201	2	95	1.61
8594	2005	2005	2207	0	202	2	95	1.61
8595	2007	2006	2209	1	203	3	95	1.61
8596	2005	2005	2205	0	200	2	95	1.61
8597	2001	2001	2203	0	202	2	95	1.61
8598	2005	2005	2205	0	200	2	95	1.61
8599	2005	2004	2204	1	200	2	95	1.61
8600	2005	2005	2205	0	200	2	95	1.61
8601	2005	2004	2204	1	200	2	95	1.61
8602	2003	2003	2205	0	202	2	95	1.61
8603	2005	2004	2204	1	200	2	95	1.61
8604	2007	2006	2207	1	201	3	95	1.61
8605	2005	2005	2205	0	200	2	95	1.61
8606	2005	2005	2207	0	202	2	95	1.61
8607	2005	2005	2207	0	202	2	95	1.61
8608	2003	2002	2203	1	201	3	95	1.61
8609	2005	2005	2207	0	202	2	95	1.61
8610	2005	2005	2207	0	202	2	95	1.61
8611	2005	2005	2207	0	202	2	95	1.61
